"date","date_frac","m.y","country","code","cases","outbreak"
2014-07-01,2014.495562,"Jul.14","Bahamas","BHS",1,"s"
2014-08-01,2014.580437,"Aug.14","Bahamas","BHS",79,NA
2014-09-01,2014.665312,"Sep.14","Bahamas","BHS",0,NA
2014-10-01,2014.747449,"Oct.14","Bahamas","BHS",506,NA
2014-11-01,2014.832324,"Nov.14","Bahamas","BHS",1005,NA
2014-12-01,2014.914462,"Dec.14","Bahamas","BHS",50,NA
2015-01-01,2015,"Jan.15","Bahamas","BHS",222,NA
2015-02-01,2015.084875,"Feb.15","Bahamas","BHS",1,NA
2015-03-01,2015.161537,"Mar.15","Bahamas","BHS",0,NA
2015-04-01,2015.246412,"Apr.15","Bahamas","BHS",3,"e"
2016-01-01,2016,"Jan.16","Brazil","BRA",2593,NA
2016-01-01,2016,"Jan.16","Brazil","BRA",0,"s"
2016-02-01,2016.084875,"Feb.16","Brazil","BRA",0,NA
2016-03-01,2016.164275,"Mar.16","Brazil","BRA",2766,NA
2016-04-01,2016.24915,"Apr.16","Brazil","BRA",36251,NA
2016-05-01,2016.331287,"May.16","Brazil","BRA",28098,NA
2016-06-01,2016.416162,"Jun.16","Brazil","BRA",55580,NA
2016-07-01,2016.498299,"Jul.16","Brazil","BRA",82228,NA
2016-08-01,2016.583175,"Aug.16","Brazil","BRA",87428,NA
2016-09-01,2016.66805,"Sep.16","Brazil","BRA",128674,NA
2016-10-01,2016.750187,"Oct.16","Brazil","BRA",87428,NA
2016-11-01,2016.835062,"Nov.16","Brazil","BRA",20185,NA
2016-12-01,2016.9172,"Dec.16","Brazil","BRA",27311,NA
2017-02-01,2017.084875,"Feb.17","Brazil","BRA",3754,NA
2017-03-01,2017.161537,"Mar.17","Brazil","BRA",0,"e"
2016-12-01,2016.9172,"Dec.16","Brazil","BRA",0,"s"
2017-02-01,2017.084875,"Feb.17","Brazil","BRA",0,NA
2017-03-01,2017.161538,"Mar.17","Brazil","BRA",2184,NA
2016-12-01,2016.9172,"Dec.16","Brazil","BRA",27311,NA
2017-02-01,2017.084875,"Feb.17","Brazil","BRA",3754,NA
2017-03-01,2017.161537,"Mar.17","Brazil","BRA",0,"e"
2016-12-01,2016.9172,"Dec.16","Brazil","BRA",0,"s"
2017-02-01,2017.084875,"Feb.17","Brazil","BRA",0,NA
2017-03-01,2017.161538,"Mar.17","Brazil","BRA",2184,NA
2017-04-01,2017.246412,"Apr.17","Brazil","BRA",16560,NA
2017-05-01,2017.328549,"May.17","Brazil","BRA",54095,NA
2017-07-01,2017.495562,"Jul.17","Brazil","BRA",50800,NA
2017-08-01,2017.580437,"Aug.17","Brazil","BRA",31386,NA
2017-09-01,2017.665312,"Sep.17","Brazil","BRA",37183,NA
2017-10-01,2017.747449,"Oct.17","Brazil","BRA",0,NA
2017-11-01,2017.832324,"Nov.17","Brazil","BRA",0,NA
2017-12-01,2017.914462,"Dec.17","Brazil","BRA",0,NA
2018-01-01,2018,"Jan.18","Brazil","BRA",0,NA
2018-02-01,2018.084875,"Feb.18","Brazil","BRA",0,"e"
2014-05-01,2014.328549,"May.14","Costa Rica","CRI",0,"s"
2014-06-01,2014.413424,"Jun.14","Costa Rica","CRI",0,NA
2014-07-01,2014.495562,"Jul.14","Costa Rica","CRI",0,NA
2014-08-01,2014.580437,"Aug.14","Costa Rica","CRI",0,NA
2014-09-01,2014.665312,"Sep.14","Costa Rica","CRI",4697,NA
2014-10-01,2014.747449,"Oct.14","Costa Rica","CRI",15006,NA
2014-11-01,2014.832324,"Nov.14","Costa Rica","CRI",19798,NA
2014-12-01,2014.914462,"Dec.14","Costa Rica","CRI",35065,NA
2015-01-01,2015,"Jan.15","Costa Rica","CRI",52778,NA
2015-02-01,2015.084875,"Feb.15","Costa Rica","CRI",49843,NA
2015-03-01,2015.161537,"Mar.15","Costa Rica","CRI",16,NA
2015-04-01,2015.246412,"Apr.15","Costa Rica","CRI",7,NA
2015-05-01,2015.328549,"May.15","Costa Rica","CRI",0,NA
2015-06-01,2015.413424,"Jun.15","Costa Rica","CRI",0,NA
2015-07-01,2015.495562,"Jul.15","Costa Rica","CRI",0,"e"
2015-09-01,2015.665312,"Sep.15","Costa Rica","CRI",0,"s"
2015-10-01,2015.747449,"Oct.15","Costa Rica","CRI",0,NA
2015-11-01,2015.832324,"Nov.15","Costa Rica","CRI",0,NA
2015-12-01,2015.914462,"Dec.15","Costa Rica","CRI",0,NA
2016-01-01,2016,"Jan.16","Costa Rica","CRI",628,NA
2016-02-01,2016.084875,"Feb.16","Costa Rica","CRI",962,NA
2016-03-01,2016.164275,"Mar.16","Costa Rica","CRI",205,NA
2016-04-01,2016.24915,"Apr.16","Costa Rica","CRI",190,NA
2016-05-01,2016.331287,"May.16","Costa Rica","CRI",53,NA
2016-06-01,2016.416162,"Jun.16","Costa Rica","CRI",0,NA
2016-07-01,2016.498299,"Jul.16","Costa Rica","CRI",0,NA
2016-08-01,2016.583175,"Aug.16","Costa Rica","CRI",0,"e"
2013-12-01,2013.914462,"Dec.13","Dominican Republic","DOM",0,"s"
2014-01-01,2014,"Jan.14","Dominican Republic","DOM",0,NA
2014-02-01,2014.084875,"Feb.14","Dominican Republic","DOM",0,NA
2014-03-01,2014.161537,"Mar.14","Dominican Republic","DOM",0,NA
2014-04-01,2014.246412,"Apr.14","Dominican Republic","DOM",7537,NA
2014-05-01,2014.328549,"May.14","Dominican Republic","DOM",31119,NA
2014-06-01,2014.413424,"Jun.14","Dominican Republic","DOM",126795,NA
2014-07-01,2014.495562,"Jul.14","Dominican Republic","DOM",142482,NA
2014-08-01,2014.580437,"Aug.14","Dominican Republic","DOM",121559,NA
2014-09-01,2014.665312,"Sep.14","Dominican Republic","DOM",56898,NA
2014-10-01,2014.747449,"Oct.14","Dominican Republic","DOM",0,NA
2014-11-01,2014.832324,"Nov.14","Dominican Republic","DOM",12610,NA
2014-12-01,2014.914462,"Dec.14","Dominican Republic","DOM",25381,NA
2015-01-01,2015,"Jan.15","Dominican Republic","DOM",14802,NA
2015-02-01,2015.084875,"Feb.15","Dominican Republic","DOM",0,NA
2015-03-01,2015.161537,"Mar.15","Dominican Republic","DOM",39,NA
2015-04-01,2015.246412,"Apr.15","Dominican Republic","DOM",6,NA
2015-05-01,2015.328549,"May.15","Dominican Republic","DOM",14,NA
2015-06-01,2015.413424,"Jun.15","Dominican Republic","DOM",0,"e"
2014-12-01,2014.914462,"Dec.14","El Salvador","SLV",0,"s"
2015-01-01,2015,"Jan.15","El Salvador","SLV",6,NA
2015-02-01,2015.084875,"Feb.15","El Salvador","SLV",0,NA
2015-03-01,2015.161537,"Mar.15","El Salvador","SLV",0,NA
2015-04-01,2015.246412,"Apr.15","El Salvador","SLV",0,NA
2015-05-01,2015.328549,"May.15","El Salvador","SLV",0,NA
2015-06-01,2015.413424,"Jun.15","El Salvador","SLV",4583,NA
2015-07-01,2015.495562,"Jul.15","El Salvador","SLV",9742,NA
2015-08-01,2015.580437,"Aug.15","El Salvador","SLV",10349,NA
2015-09-01,2015.665312,"Sep.15","El Salvador","SLV",5548,NA
2015-10-01,2015.747449,"Oct.15","El Salvador","SLV",0,NA
2015-11-01,2015.832324,"Nov.15","El Salvador","SLV",0,NA
2015-12-01,2015.914462,"Dec.15","El Salvador","SLV",0,NA
2016-01-01,2016,"Jan.16","El Salvador","SLV",0,NA
2016-02-01,2016.084875,"Feb.16","El Salvador","SLV",0,NA
2016-03-01,2016.164275,"Mar.16","El Salvador","SLV",0,"e"
2014-01-01,2014,"Jan.14","Haiti","HTI",0,"s"
2014-02-01,2014.084875,"Feb.14","Haiti","HTI",0,NA
2014-03-01,2014.161537,"Mar.14","Haiti","HTI",0,NA
2014-04-01,2014.246412,"Apr.14","Haiti","HTI",0,NA
2014-05-01,2014.328549,"May.14","Haiti","HTI",6318,NA
2014-06-01,2014.413424,"Jun.14","Haiti","HTI",45526,NA
2014-07-01,2014.495562,"Jul.14","Haiti","HTI",12865,NA
2014-08-01,2014.580437,"Aug.14","Haiti","HTI",0,NA
2014-09-01,2014.665312,"Sep.14","Haiti","HTI",0,NA
2014-10-01,2014.747449,"Oct.14","Haiti","HTI",0,NA
2014-11-01,2014.832324,"Nov.14","Haiti","HTI",0,"e"
2014-03-01,2014.161537,"Mar.14","Jamaica","JAM",0,"s"
2014-04-01,2014.246412,"Apr.14","Jamaica","JAM",0,NA
2014-05-01,2014.328549,"May.14","Jamaica","JAM",0,NA
2014-06-01,2014.413424,"Jun.14","Jamaica","JAM",0,NA
2014-07-01,2014.495562,"Jul.14","Jamaica","JAM",0,NA
2014-08-01,2014.580437,"Aug.14","Jamaica","JAM",0,NA
2014-09-01,2014.665312,"Sep.14","Jamaica","JAM",0,NA
2014-10-01,2014.747449,"Oct.14","Jamaica","JAM",0,NA
2014-11-01,2014.832324,"Nov.14","Jamaica","JAM",1390,NA
2014-12-01,2014.914462,"Dec.14","Jamaica","JAM",2691,NA
2015-01-01,2015,"Jan.15","Jamaica","JAM",1266,NA
2015-02-01,2015.084875,"Feb.15","Jamaica","JAM",1556,NA
2015-03-01,2015.161537,"Mar.15","Jamaica","JAM",0,NA
2015-04-01,2015.246412,"Apr.15","Jamaica","JAM",0,NA
2015-05-01,2015.328549,"May.15","Jamaica","JAM",50,NA
2015-06-01,2015.413424,"Jun.15","Jamaica","JAM",0,"e"
2014-06-01,2014.413424,"Jun.14","Mexico","MEX",0,"s"
2014-07-01,2014.495562,"Jul.14","Mexico","MEX",0,NA
2014-08-01,2014.580437,"Aug.14","Mexico","MEX",0,NA
2014-09-01,2014.665312,"Sep.14","Mexico","MEX",0,NA
2014-10-01,2014.747449,"Oct.14","Mexico","MEX",13,NA
2014-11-01,2014.832324,"Nov.14","Mexico","MEX",0,NA
2014-12-01,2014.914462,"Dec.14","Mexico","MEX",60,NA
2015-01-01,2015,"Jan.15","Mexico","MEX",46,NA
2015-02-01,2015.084875,"Feb.15","Mexico","MEX",12,NA
2015-03-01,2015.161537,"Mar.15","Mexico","MEX",217,NA
2015-04-01,2015.246412,"Apr.15","Mexico","MEX",448,NA
2015-05-01,2015.328549,"May.15","Mexico","MEX",260,NA
2015-06-01,2015.413424,"Jun.15","Mexico","MEX",424,NA
2015-07-01,2015.495562,"Jul.15","Mexico","MEX",1057,NA
2015-08-01,2015.580437,"Aug.15","Mexico","MEX",1924,NA
2015-09-01,2015.665312,"Sep.15","Mexico","MEX",2843,NA
2015-10-01,2015.747449,"Oct.15","Mexico","MEX",1587,NA
2015-11-01,2015.832324,"Nov.15","Mexico","MEX",1760,NA
2015-12-01,2015.914462,"Dec.15","Mexico","MEX",708,NA
2016-01-01,2016,"Jan.16","Mexico","MEX",116,NA
2016-02-01,2016.084875,"Feb.16","Mexico","MEX",73,NA
2016-03-01,2016.164275,"Mar.16","Mexico","MEX",102,NA
2016-04-01,2016.24915,"Apr.16","Mexico","MEX",84,NA
2016-05-01,2016.331287,"May.16","Mexico","MEX",18,NA
2016-06-01,2016.416162,"Jun.16","Mexico","MEX",25,NA
2016-11-01,2016.835062,"Nov.16","Mexico","MEX",87,NA
2016-12-01,2016.9172,"Dec.16","Mexico","MEX",51,NA
2017-01-01,2017,"Jan.17","Mexico","MEX",0,NA
2017-02-01,2017.084875,"Feb.17","Mexico","MEX",0,"e"
2017-02-01,2017.084875,"Feb.17","Mexico","MEX",6,NA
2016-02-01,2016.084875,"Feb.16","Panama","PAN",1,"s"
2016-03-01,2016.164275,"Mar.16","Panama","PAN",1,NA
2016-04-01,2016.24915,"Apr.16","Panama","PAN",3,NA
2016-05-01,2016.331287,"May.16","Panama","PAN",1,NA
2016-06-01,2016.416162,"Jun.16","Panama","PAN",0,NA
2016-07-01,2016.498299,"Jul.16","Panama","PAN",0,NA
2016-08-01,2016.583175,"Aug.16","Panama","PAN",0,NA
2016-09-01,2016.66805,"Sep.16","Panama","PAN",0,NA
2016-11-01,2016.835062,"Nov.16","Panama","PAN",0,NA
2016-12-01,2016.9172,"Dec.16","Panama","PAN",0,NA
2017-03-01,2017.161537,"Mar.17","Panama","PAN",317,NA
2017-04-01,2017.246412,"Apr.17","Panama","PAN",305,NA
2017-05-01,2017.328549,"May.17","Panama","PAN",407,NA
2017-06-01,2017.413424,"Jun.17","Panama","PAN",200,NA
2017-07-01,2017.495562,"Jul.17","Panama","PAN",200,NA
2017-08-01,2017.580437,"Aug.17","Panama","PAN",607,NA
2017-09-01,2017.665312,"Sep.17","Panama","PAN",431,NA
2017-10-01,2017.747449,"Oct.17","Panama","PAN",21,NA
2017-11-01,2017.832324,"Nov.17","Panama","PAN",5,NA
2017-12-01,2017.914462,"Dec.17","Panama","PAN",0,NA
2018-01-01,2018,"Jan.18","Panama","PAN",0,NA
2018-02-01,2018.085,"Feb.18","Panama","PAN",0,"e"
2014-09-01,2014.665312,"Sep.14","Paraguay","PRY",0,"s"
2014-10-01,2014.747449,"Oct.14","Paraguay","PRY",0,NA
2014-11-01,2014.832324,"Nov.14","Paraguay","PRY",0,NA
2014-12-01,2014.914462,"Dec.14","Paraguay","PRY",0,NA
2015-01-01,2015,"Jan.15","Paraguay","PRY",0,NA
2015-02-01,2015.084875,"Feb.15","Paraguay","PRY",196,NA
2015-03-01,2015.161537,"Mar.15","Paraguay","PRY",175,NA
2015-04-01,2015.246412,"Apr.15","Paraguay","PRY",565,NA
2015-05-01,2015.328549,"May.15","Paraguay","PRY",494,NA
2015-06-01,2015.413424,"Jun.15","Paraguay","PRY",1186,NA
2015-07-01,2015.495562,"Jul.15","Paraguay","PRY",146,NA
2015-08-01,2015.580437,"Aug.15","Paraguay","PRY",518,NA
2015-09-01,2015.665312,"Sep.15","Paraguay","PRY",436,NA
2015-10-01,2015.747449,"Oct.15","Paraguay","PRY",462,NA
2015-11-01,2015.832324,"Nov.15","Paraguay","PRY",181,NA
2015-12-01,2015.914462,"Dec.15","Paraguay","PRY",150,NA
2016-01-01,2016,"Jan.16","Paraguay","PRY",9,NA
2016-02-01,2016.084875,"Feb.16","Paraguay","PRY",9,NA
2016-03-01,2016.164275,"Mar.16","Paraguay","PRY",8,NA
2016-04-01,2016.24915,"Apr.16","Paraguay","PRY",0,NA
2016-05-01,2016.331287,"May.16","Paraguay","PRY",0,"e"
2013-12-01,2013.914462,"Dec.13","Peru","PER",0,"s"
2014-01-01,2014,"Jan.14","Peru","PER",0,NA
2014-02-01,2014.084875,"Feb.14","Peru","PER",0,NA
2014-03-01,2014.161537,"Mar.14","Peru","PER",0,NA
2014-04-01,2014.246412,"Apr.14","Peru","PER",0,NA
2014-05-01,2014.328549,"May.14","Peru","PER",1,NA
2014-06-01,2014.413424,"Jun.14","Peru","PER",227,NA
2014-07-01,2014.495562,"Jul.14","Peru","PER",1020,NA
2014-08-01,2014.580437,"Aug.14","Peru","PER",5004,NA
2014-09-01,2014.665312,"Sep.14","Peru","PER",3194,NA
2014-10-01,2014.747449,"Oct.14","Peru","PER",8286,NA
2014-11-01,2014.832324,"Nov.14","Peru","PER",3038,NA
2014-12-01,2014.914462,"Dec.14","Peru","PER",3340,NA
2015-01-01,2015,"Jan.15","Peru","PER",2254,NA
2015-02-01,2015.084875,"Feb.15","Peru","PER",4352,NA
2015-03-01,2015.161537,"Mar.15","Peru","PER",0,NA
2015-04-01,2015.246412,"Apr.15","Peru","PER",0,NA
2015-05-01,2015.328549,"May.15","Peru","PER",0,"e"
2013-12-01,2013.914462,"Dec.13","Suriname","SUR",0,"s"
2014-01-01,2014,"Jan.14","Suriname","SUR",387,NA
2014-02-01,2014.084875,"Feb.14","Suriname","SUR",289,NA
2014-03-01,2014.161537,"Mar.14","Suriname","SUR",2865,NA
2014-04-01,2014.246412,"Apr.14","Suriname","SUR",323,NA
2014-05-01,2014.328549,"May.14","Suriname","SUR",160,NA
2014-06-01,2014.413424,"Jun.14","Suriname","SUR",110,NA
2014-07-01,2014.495562,"Jul.14","Suriname","SUR",330,NA
2014-08-01,2014.580437,"Aug.14","Suriname","SUR",230,NA
2014-09-01,2014.665312,"Sep.14","Suriname","SUR",180,NA
2014-10-01,2014.747449,"Oct.14","Suriname","SUR",160,NA
2014-11-01,2014.832324,"Nov.14","Suriname","SUR",0,"e"
2014-05-01,2014.328549,"May.14","Uruguay","URY",0,"s"
2014-06-01,2014.413424,"Jun.14","Uruguay","URY",0,NA
2014-07-01,2014.495562,"Jul.14","Uruguay","URY",2,NA
2014-08-01,2014.580437,"Aug.14","Uruguay","URY",0,NA
2014-09-01,2014.665312,"Sep.14","Uruguay","URY",41,NA
2014-10-01,2014.747449,"Oct.14","Uruguay","URY",50,NA
2014-11-01,2014.832324,"Nov.14","Uruguay","URY",0,NA
2014-12-01,2014.914462,"Dec.14","Uruguay","URY",84,NA
2015-01-01,2015,"Jan.15","Uruguay","URY",114,NA
2015-02-01,2015.084875,"Feb.15","Uruguay","URY",12,NA
2015-03-01,2015.161537,"Mar.15","Uruguay","URY",0,NA
2015-04-01,2015.246412,"Apr.15","Uruguay","URY",0,NA
2015-05-01,2015.328549,"May.15","Uruguay","URY",0,NA
2015-06-01,2015.413424,"Jun.15","Uruguay","URY",0,"e"
